education,customer_id,age,marital,job,default,balance,housing,loan
primary,114577,59.0,married,blue-collar,no,0,no,yes
primary,114578,36.0,married,blue-collar,no,223,yes,no
SECONDARY,114579,31.0,married,admin.,no,23,no,no
secondary,114581,46.0,married,blue-collar,no,211,yes,no
tertiary,114585,39.0,married,technician,no,0,yes,no
secondary,114587,43.0,married,self-employed,no,274,no,no
tertiary,114589,33.0,married,technician,no,40,yes,no
secondary,114592,27.0,divorced,admin.,no,0,no,yes
secondary,114596,38.0,married,admin.,no,-295,no,no
secondary,114597,27.0,divorced,blue-collar,no,1,yes,no
SECONDARY,114599,35.0,divorced,technician,yes,-870,yes,no
tertiary,114602,44.0,married,management,no,58,yes,no
secondary,114603,35.0,married,services,no,819,yes,no
secondary,114607,28.0,married,admin.,no,0,yes,yes
secondary,114616,34.0,married,services,no,-353,yes,no
tertiary,114620,59.0,married,management,no,296,no,yes
tertiary,114621,30.0,single,management,no,13,no,no
secondary,114630,42.0,married,blue-collar,no,-145,yes,no
secondary,114632,59.0,married,retired,no,1121,yes,no
secondary,114633,32.0,married,services,no,1076,no,no
secondary,114641,34.0,married,services,no,1005,yes,no
SECONDARY,114643,52.0,married,entrepreneur,yes,-36,no,yes
secondary,114644,43.0,married,entrepreneur,no,860,yes,yes
secondary,114647,53.0,divorced,management,no,425,no,no
secondary,114648,34.0,married,housemaid,no,390,yes,no
tertiary,114657,37.0,single,management,no,24,no,no
secondary,114661,45.0,married,admin.,no,0,no,yes
SECONDARY,114663,25.0,single,services,no,333,no,yes
tertiary,114670,58.0,married,management,no,3864,yes,no
tertiary,114675,42.0,married,management,no,843,no,yes
secondary,114677,51.0,married,retired,no,509,yes,no
primary,114692,30.0,married,entrepreneur,no,2686,yes,no
primary,114701,53.0,married,blue-collar,no,4143,no,no
tertiary,114705,42.0,married,management,no,0,yes,no
tertiary,114709,36.0,single,management,no,854,yes,yes
primary,114720,34.0,single,blue-collar,no,-109,yes,no
primary,114721,47.0,married,housemaid,no,0,yes,no
secondary,114735,34.0,married,technician,no,0,yes,no
primary,114739,45.0,divorced,blue-collar,no,-207,no,no
secondary,114744,51.0,divorced,services,no,65,no,yes
secondary,114746,60.0,married,retired,no,597,no,no
tertiary,114749,32.0,divorced,management,no,222,no,yes
secondary,114750,51.0,married,entrepreneur,no,-799,no,yes
secondary,114757,36.0,married,blue-collar,no,-231,no,yes
tertiary,114768,37.0,divorced,management,no,1775,no,no
secondary,114773,44.0,married,entrepreneur,no,4389,yes,no
primary,114774,32.0,divorced,blue-collar,no,142,yes,no
tertiary,114776,40.0,married,management,no,-37,no,yes
secondary,114780,31.0,married,blue-collar,no,0,no,yes
secondary,114782,53.0,divorced,technician,no,0,yes,yes
primary,114783,30.0,single,blue-collar,no,0,no,no
primary,114786,41.0,divorced,blue-collar,no,664,no,yes
secondary,114788,42.0,married,services,no,0,no,no
secondary,114790,32.0,married,admin.,no,3,yes,yes
primary,114792,55.0,married,retired,no,4459,no,no
secondary,114799,36.0,divorced,services,yes,0,no,yes
secondary,114800,39.0,married,admin.,no,1388,yes,no
tertiary,114811,35.0,single,admin.,no,2622,no,no
secondary,114825,46.0,divorced,entrepreneur,no,-563,no,yes
tertiary,114827,29.0,single,student,no,5,no,no
secondary,114829,25.0,married,blue-collar,no,0,no,yes
tertiary,114831,39.0,married,management,no,285,yes,no
secondary,114838,52.0,married,services,no,497,yes,no
tertiary,114844,27.0,married,entrepreneur,no,139,no,no
secondary,114845,35.0,single,blue-collar,no,885,yes,no
SECONDARY,114860,32.0,single,technician,no,210,yes,no
tertiary,114861,28.0,single,management,no,0,yes,no
tertiary,114869,38.0,married,management,no,500,yes,yes
secondary,114875,33.0,married,services,no,346,yes,no
secondary,114876,52.0,married,services,no,-888,no,no
tertiary,114879,41.0,married,entrepreneur,no,143,no,yes
primary,114882,35.0,married,blue-collar,no,319,yes,no
secondary,114885,34.0,single,blue-collar,no,855,yes,no
secondary,114887,54.0,divorced,retired,no,2761,no,no
secondary,114890,45.0,single,blue-collar,yes,0,no,yes
unknown,114898,29.0,single,blue-collar,no,694,yes,yes
secondary,114904,37.0,divorced,technician,no,0,yes,no
primary,114909,46.0,married,blue-collar,no,327,no,yes
primary,114911,60.0,married,admin.,no,686,yes,yes
tertiary,114918,27.0,single,management,no,151,yes,no
secondary,114921,26.0,single,technician,no,354,no,no
tertiary,114923,36.0,married,management,no,673,yes,no
tertiary,114925,58.0,married,management,no,299,no,no
primary,114930,44.0,married,blue-collar,no,1265,yes,no
tertiary,114933,,married,blue-collar,no,597,no,no
secondary,114936,26.0,single,self-employed,no,166,yes,no
secondary,114942,30.0,married,technician,no,-393,yes,yes
secondary,114949,36.0,married,blue-collar,no,324,yes,yes
tertiary,114954,31.0,divorced,unemployed,no,256,yes,no
tertiary,114966,31.0,single,technician,no,127,yes,no
tertiary,114967,48.0,divorced,self-employed,no,41,yes,no
primary,114972,56.0,married,blue-collar,no,0,yes,no
tertiary,114982,34.0,married,management,no,557,yes,no
secondary,114983,29.0,married,blue-collar,no,2870,yes,no
secondary,114990,27.0,DIVORCED,admin.,no,451,yes,no
secondary,115003,43.0,married,blue-collar,no,184,no,yes
SECONDARY,115006,32.0,married,blue-collar,no,1905,yes,no
secondary,115009,30.0,single,admin.,no,-36,no,no
secondary,115016,53.0,married,retired,no,366,no,yes
secondary,115029,50.0,married,management,no,1165,no,no
secondary,115033,40.0,married,blue-collar,no,-839,yes,yes
secondary,115039,42.0,married,services,no,3465,yes,yes
tertiary,115044,41.0,married,entrepreneur,no,2249,yes,no
SECONDARY,115055,40.0,married,technician,no,-357,yes,no
secondary,115056,36.0,divorced,blue-collar,no,1305,yes,no
primary,115058,37.0,married,blue-collar,no,61,yes,no
secondary,115059,27.0,married,student,no,119,yes,no
tertiary,115062,35.0,married,management,no,36,no,yes
tertiary,115064,55.0,married,entrepreneur,no,12731,yes,no
secondary,115067,32.0,married,self-employed,no,-1668,yes,yes
secondary,115073,25.0,single,blue-collar,no,195,no,no
secondary,115090,36.0,married,technician,no,522,yes,no
secondary,115097,39.0,married,self-employed,no,167,yes,yes
tertiary,115099,27.0,married,management,no,4909,no,yes
primary,115111,42.0,married,services,no,0,no,no
secondary,115117,43.0,married,entrepreneur,no,556,yes,no
secondary,115118,26.0,married,blue-collar,no,-11,yes,yes
secondary,115129,30.0,married,services,no,7032,no,no
secondary,115139,55.0,divorced,unemployed,no,79,yes,no
primary,115142,35.0,married,housemaid,no,113,yes,no
secondary,115147,52.0,divorced,admin.,no,1426,no,no
secondary,115151,52.0,married,blue-collar,no,1405,no,yes
tertiary,115156,42.0,single,admin.,no,168,yes,no
tertiary,115157,30.0,single,management,no,4,yes,no
SECONDARY,115160,42.0,married,blue-collar,no,5639,yes,no
tertiary,115162,38.0,divorced,management,no,151,yes,no
secondary,115164,33.0,married,blue-collar,no,-260,yes,yes
primary,115167,,married,management,no,3760,no,yes
primary,115183,57.0,married,services,no,443,no,no
secondary,115190,25.0,single,student,no,963,yes,no
secondary,115193,32.0,single,blue-collar,no,118,yes,no
secondary,115195,39.0,married,technician,no,251,yes,no
tertiary,115201,34.0,married,management,no,4943,yes,no
SECONDARY,115209,31.0,divorced,blue-collar,no,-277,yes,no
secondary,115218,26.0,single,services,no,-189,no,yes
tertiary,115221,42.0,married,management,no,4,yes,no
secondary,115223,32.0,married,technician,no,348,yes,no
tertiary,115224,50.0,divorced,technician,no,291,no,yes
tertiary,115225,29.0,single,technician,no,406,yes,no
unknown,115244,27.0,single,admin.,no,5,yes,no
secondary,115250,27.0,single,services,no,1820,yes,no
tertiary,115251,34.0,single,management,no,1396,yes,no
secondary,115255,39.0,married,management,no,363,yes,yes
secondary,115264,32.0,married,services,no,1844,yes,yes
tertiary,115269,32.0,married,technician,no,231,yes,no
tertiary,115274,34.0,married,ADMINISTRATION,no,1,yes,no
secondary,115276,33.0,divorced,self-employed,no,1904,yes,no
primary,115280,51.0,married,blue-collar,no,201,yes,no
secondary,115281,33.0,married,admin.,no,0,yes,no
secondary,115285,38.0,single,blue-collar,no,2707,yes,no
secondary,115286,42.0,married,blue-collar,no,600,no,no
tertiary,115288,48.0,DIVORCED,management,no,0,no,no
secondary,115291,35.0,married,services,no,-138,yes,no
tertiary,115293,30.0,single,technician,no,178,no,no
secondary,115298,27.0,single,entrepreneur,no,2,yes,no
tertiary,115299,29.0,married,management,no,51,yes,no
primary,115300,42.0,single,entrepreneur,no,388,no,yes
tertiary,115307,29.0,married,technician,no,1337,yes,no
primary,115313,52.0,married,housemaid,no,3798,yes,no
secondary,115314,41.0,married,technician,no,-508,yes,yes
primary,115321,42.0,divorced,blue-collar,no,301,yes,no
tertiary,115323,31.0,divorced,management,no,294,yes,no
tertiary,115324,26.0,single,student,yes,47,no,yes
tertiary,115326,40.0,married,self-employed,no,2977,yes,no
secondary,115339,27.0,married,services,no,0,yes,no
secondary,115341,50.0,divorced,technician,no,8016,no,no
secondary,115363,34.0,married,services,no,0,yes,no
secondary,115364,44.0,single,blue-collar,no,292,no,yes
primary,115370,55.0,married,housemaid,no,0,yes,no
secondary,115375,34.0,single,blue-collar,no,39,no,no
secondary,115387,40.0,divorced,entrepreneur,no,2998,yes,no
tertiary,115388,54.0,single,technician,no,467,yes,no
primary,115390,46.0,divorced,housemaid,no,2084,yes,no
secondary,115396,51.0,married,blue-collar,no,598,yes,no
secondary,115410,48.0,single,technician,no,2374,no,no
tertiary,115412,30.0,single,management,no,502,no,yes
primary,115413,30.0,divorced,services,no,459,yes,no
secondary,115419,32.0,divorced,services,no,454,yes,no
secondary,115421,33.0,single,services,no,3269,no,yes
SECONDARY,115422,56.0,divorced,technician,no,179,no,no
secondary,115430,52.0,married,technician,no,383,no,yes
secondary,115433,28.0,married,blue-collar,no,2378,yes,yes
SECONDARY,115435,47.0,married,admin.,no,-185,yes,no
tertiary,115437,36.0,married,management,no,1584,yes,no
secondary,115443,34.0,single,blue-collar,no,4963,yes,no
secondary,115444,33.0,married,blue-collar,no,661,yes,no
secondary,115449,29.0,married,blue-collar,yes,-643,yes,no
secondary,115453,31.0,married,technician,yes,-367,yes,no
secondary,115459,30.0,single,services,yes,-366,yes,no
unknown,115463,38.0,married,services,no,10189,yes,no
secondary,115467,33.0,married,blue-collar,no,89,yes,no
tertiary,115471,31.0,single,management,no,3981,yes,no
secondary,115474,30.0,single,blue-collar,no,183,yes,no
secondary,115482,39.0,married,admin.,no,-234,no,yes
primary,115490,32.0,married,self-employed,no,102,yes,no
primary,115492,57.0,married,retired,no,1623,yes,yes
primary,115493,41.0,divorced,blue-collar,no,138,yes,no
secondary,115511,36.0,divorced,housemaid,no,181,yes,no
secondary,115512,39.0,divorced,blue-collar,no,241,yes,no
secondary,115514,31.0,single,admin.,no,622,no,no
secondary,115516,30.0,divorced,admin.,no,10,yes,no
secondary,115517,27.0,married,admin.,no,53,yes,no
secondary,115520,48.0,married,technician,no,-280,yes,yes
secondary,115531,51.0,divorced,housemaid,no,9228,no,no
secondary,115532,26.0,single,admin.,no,0,yes,no
secondary,115539,34.0,divorced,admin.,no,-251,no,no
tertiary,115541,51.0,married,management,no,-714,no,no
tertiary,115543,30.0,married,management,no,1195,no,no
unknown,115544,28.0,single,admin.,no,24,yes,no
tertiary,115547,32.0,married,management,no,273,yes,yes
secondary,115552,43.0,married,entrepreneur,no,104,yes,no
tertiary,115554,37.0,single,management,no,35,yes,no
secondary,115555,30.0,single,technician,no,53,yes,no
tertiary,115565,33.0,single,technician,no,1393,yes,no
secondary,115576,33.0,married,management,no,171,no,no
tertiary,115580,36.0,married,management,no,625,yes,no
primary,115584,40.0,married,retired,no,-407,yes,no
tertiary,115586,43.0,single,management,no,-50,yes,yes
secondary,115593,60.0,married,technician,no,851,no,yes
secondary,115594,37.0,single,blue-collar,no,2580,yes,no
secondary,115611,28.0,married,blue-collar,no,173,no,no
secondary,115613,32.0,divorced,admin.,no,-46,no,yes
tertiary,115616,36.0,married,management,no,0,yes,yes
secondary,115623,31.0,divorced,blue-collar,no,0,yes,yes
secondary,115624,34.0,married,blue-collar,no,45,yes,yes
secondary,115626,34.0,married,blue-collar,no,584,yes,no
tertiary,115627,35.0,single,entrepreneur,no,145,yes,no
tertiary,115630,31.0,married,management,no,325,yes,no
tertiary,115636,47.0,married,technician,no,150,yes,no
tertiary,115642,36.0,married,entrepreneur,no,99,yes,no
secondary,115647,35.0,married,technician,no,1057,yes,no
secondary,115670,36.0,married,admin.,no,0,yes,no
secondary,115671,44.0,married,entrepreneur,no,242,no,yes
secondary,115678,33.0,married,blue-collar,no,681,yes,yes
tertiary,115679,32.0,single,management,no,2551,yes,no
tertiary,115682,29.0,married,technician,no,-14,no,no
tertiary,115692,53.0,married,entrepreneur,no,624,no,yes
secondary,115695,25.0,married,blue-collar,no,895,no,no
secondary,115698,25.0,single,services,no,2311,no,yes
primary,115708,32.0,single,services,no,1806,no,yes
secondary,115711,39.0,married,technician,no,1048,no,yes
secondary,115715,42.0,married,blue-collar,no,156,no,no
primary,115720,38.0,married,blue-collar,no,2469,yes,no
tertiary,115724,44.0,divorced,management,no,-90,yes,no
tertiary,115725,31.0,single,management,no,5691,yes,no
primary,115729,42.0,married,blue-collar,no,401,yes,no
secondary,115733,39.0,married,blue-collar,no,230,yes,yes
secondary,115739,35.0,divorced,technician,no,103,yes,no
secondary,115741,30.0,single,services,no,-114,yes,no
secondary,115745,27.0,single,unemployed,no,0,yes,no
tertiary,115746,28.0,married,management,no,250,yes,no
tertiary,115756,38.0,married,management,no,-558,yes,no
tertiary,115760,56.0,divorced,retired,no,158,no,yes
primary,115766,50.0,divorced,housemaid,no,120,yes,no
secondary,115774,56.0,married,housemaid,no,619,yes,no
secondary,115776,25.0,single,services,no,64,no,no
primary,115787,31.0,married,blue-collar,no,-537,yes,yes
secondary,115791,29.0,single,blue-collar,no,-20,no,yes
tertiary,115792,27.0,single,self-employed,no,202,yes,no
secondary,115793,47.0,married,technician,no,1981,yes,no
primary,115804,32.0,married,services,no,228,yes,no
secondary,115811,44.0,divorced,technician,no,316,yes,no
tertiary,115814,39.0,married,management,no,1423,yes,no
tertiary,115820,51.0,married,management,no,2455,yes,no
primary,115821,40.0,married,blue-collar,no,0,yes,no
secondary,115823,54.0,divorced,technician,no,859,no,yes
secondary,115827,32.0,married,services,no,2196,yes,no
secondary,115829,26.0,married,blue-collar,no,622,yes,no
secondary,115830,32.0,married,technician,no,-796,yes,yes
tertiary,115832,45.0,married,management,no,210,yes,no
tertiary,115833,30.0,married,management,no,1185,yes,no
secondary,115835,47.0,married,services,no,1123,no,yes
unknown,115837,58.0,married,retired,no,9004,no,no
secondary,115842,31.0,single,entrepreneur,no,131,yes,no
unknown,115849,42.0,married,unemployed,no,970,yes,no
primary,115856,56.0,married,services,no,486,no,yes
SECONDARY,115857,53.0,married,technician,no,237,yes,no
tertiary,115862,51.0,married,management,no,2704,yes,no
primary,115866,46.0,married,housemaid,no,19,yes,no
secondary,115870,31.0,divorced,admin.,no,1890,yes,no
primary,115873,27.0,married,blue-collar,no,2591,yes,no
tertiary,115875,35.0,married,management,no,2123,yes,no
secondary,115880,40.0,married,blue-collar,no,-60,yes,no
secondary,115882,31.0,married,blue-collar,no,-596,yes,no
primary,115886,34.0,married,entrepreneur,no,0,yes,no
tertiary,115890,50.0,married,management,no,230,no,yes
tertiary,115895,25.0,married,student,no,10,yes,no
secondary,115898,29.0,single,services,no,-453,yes,no
secondary,115910,56.0,divorced,technician,no,672,no,no
tertiary,115913,33.0,married,technician,no,2690,yes,no
tertiary,115917,34.0,married,management,no,272,yes,no
secondary,115918,55.0,married,housemaid,no,127,yes,no
primary,115919,26.0,single,blue-collar,no,409,yes,no
tertiary,115922,59.0,married,management,no,1889,no,no
tertiary,115923,47.0,divorced,management,no,2105,no,yes
secondary,115924,40.0,single,admin.,no,664,no,no
secondary,115939,26.0,single,technician,no,223,no,yes
primary,115943,43.0,married,blue-collar,no,8,no,yes
tertiary,115948,35.0,single,management,no,-324,no,yes
primary,115951,55.0,married,management,no,57,no,yes
